id,title,description,availability,condition,price,image_link,brand,additional_image_link,product_type,custom_label_0,custom_label_1,custom_label_2
hainaauto-192625801,AITO 2025 Model M9 Extended Range Ultra Edition 52kWh 6-Seater Automatic Transmission,"2025 · AITO · 2025 Model M9 · 11,250 km · black · automatic · Located in Hebei. Stock HA-192625801. Sourced from China with full export support from HainaAuto.",in stock,used,24916.86 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_6fad87c135298571.webp,AITO,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_c7fce23c73942015.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_212b5567114cf3af.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_19000f3bb562a505.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_11159d1a05f10721.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_02b08bb3bbe8ad2e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_4402fba33bbfc28b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_adedb3509aee0979.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_bb88885f47861a51.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_0eb09b2ab3144452.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/192625801/col_8979a2fb752c0400.webp",SUVs & Off-Road > AITO > 2025 Model M9,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-932625892,"Lynk & Co 08 PHEV 2024 Model, 120km Long Range Plus","2024 · Lynk · & Co 08 · 21,250 km · black · 3-speed DHT · Located in Sichuan. Stock HA-932625892. Sourced from China with full export support from HainaAuto.",in stock,used,9144.25 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_fdc3512300697544.webp,Lynk,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_e63218fda26eb45a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_72259abcc4779b48.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_6411a03aa1179c4b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_c872e0430f824031.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_fd1a01cdd52a0d44.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_a052a3b421ac52ca.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_70dabb482b642cb8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_b361ebc8c0dcc75b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_ce76c7651edaaa35.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/932625892/col_4d4dbd5418c4ce77.webp",SUVs & Off-Road > Lynk > & Co 08,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-372426001,Leapmotor 2026 C10 605 LiDAR Edition Automatic Transmission,"2026 · Leapmotor · 2026 C10 605 · 4,042 km · Purple · automatic · Located in Henan. Stock HA-372426001. Sourced from China with full export support from HainaAuto.",in stock,used,9654.66 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_e4d13250dc8aa141.webp,Leapmotor,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_dbff749844d84366.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_7986371c2df61d39.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_a6525178a55dd125.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_3874ee2260003ad5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_a793a79a306b479f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_7212edf6878e6a0b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_15bc58d50076a470.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_c649de64fa2612e9.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_8676c594e8ebb9d6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/372426001/col_1f06bc42d9c38dcd.webp",SUVs & Off-Road > Leapmotor > 2026 C10 605,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-299326089,Tank 2026 Model Tank 500 Hi4-Z 2.0T Smart Edition Automatic,"2026 · Tank · 2026 Model Tank · 7,500 km · black · automatic · Located in Henan. Stock HA-299326089. Sourced from China with full export support from HainaAuto.",in stock,used,19862.82 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_831bde0b8d373e2f.webp,Tank,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_71455d78fec00040.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_43d0fdc41f4d94b0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_01c39c511f33bcf7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_dee191cc2b932463.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_37a612f708e80920.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_9aea3e26fb89db4b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_fb855ff71a15d4a2.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_35b83448cf9d6de5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_2e82abed5e29705a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/299326089/col_dd3fca141f6f0946.webp",SUVs & Off-Road > Tank > 2026 Model Tank,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-091026180,Leapmotor 2026 C11 640 LiDAR Smart Edition Automatic,"2026 · Leapmotor · 2026 C11 640 · 5,417 km · grey · automatic · Located in Shandong. Stock HA-091026180. Sourced from China with full export support from HainaAuto.",in stock,used,10405.26 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_d09e635a45851fa5.webp,Leapmotor,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_216e679bb4427740.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_36ed01c914bcb08e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_9da7c70be7c9864a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_0239f9fb75a25a10.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_056bf733b69fb7f0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_bff14e561170876d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_d3477ba7d9b3d655.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_b35a42b0c68d8152.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/091026180/col_80277a4f103fc871.webp",SUVs & Off-Road > Leapmotor > 2026 C11 640,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-961026277,2026 BMW X5 xDrive30Li 48V 2.0T M Sport Shadow Edition Automatic,2026 · BMW · X5 xDrive30Li 48V · 42 km · black · automatic · Located in Hubei. Stock HA-961026277. Sourced from China with full export support from HainaAuto.,in stock,new,29420.46 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_15ad926e9b2f8037.webp,BMW,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_9bcd533cb7882fb6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_34ba225e16682f6a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_a404ea77dd9d8dee.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_e618efd7aae1331e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_8afef37859fd36f1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_676b6a7cf503a759.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_4b32acf07064ea83.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/961026277/col_71fe926e7a3f7a26.webp",SUVs & Off-Road > BMW > X5 xDrive30Li 48V,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-704926357,"Changan Deep Blue 2026 S07 550Ultra Huawei Qiankun ADS SE Edition, Automatic Transmission","2026 · Changan · Deep Blue 2026 · 9,167 km · black · automatic · Located in Zhejiang. Stock HA-704926357. Sourced from China with full export support from HainaAuto.",in stock,used,8543.77 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_a5ac7638856fb0a0.webp,Changan,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_1f0033f94110bdd1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_a5f9980487f589bf.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_42b6af1624fcff14.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_435f0e4725a7bf03.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_78f0a02744b2b73a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_e009c1c637991d0e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_19c51b8614c68f1a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_ad1f1c602da2f3d7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_1b34c9b4e3858146.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/704926357/col_82e1ae1edf19a37b.webp",SUVs & Off-Road > Changan > Deep Blue 2026,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-037526456,Geely 2025 Cowboy 1.5TD Trendy Edition Automatic,2025 · Geely · 2025 Cowboy 1.5TD · 42 km · green · automatic · Located in Zhejiang. Stock HA-037526456. Sourced from China with full export support from HainaAuto.,in stock,new,7352.82 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_b5d1978d0df5dac0.webp,Geely,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_15c1c192a8b3ea99.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_ce5152753ec958d9.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_52e310085ecfb564.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_a64988520d1c271c.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_42c7cc804152cea1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_8c1ed2d5a080c3ef.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_d30a8d1c82f5de01.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_b08591699584eebf.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_57c51dfd9a4edc92.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037526456/col_381523e618bff179.webp",SUVs & Off-Road > Geely > 2025 Cowboy 1.5TD,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-746126559,Li Auto i6 2025 Standard Edition,"2025 · Li · Auto i6 2025 · 4,167 km · black · automatic · Located in Anhui. Stock HA-746126559. Sourced from China with full export support from HainaAuto.",in stock,used,14308.38 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_002a45be5c84fb1e.webp,Li,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_9266abda9be95f56.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_f9eb31fa72dfe711.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_443d8943219bf6ce.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_1c8b38c73983902f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_3a1b5a2b8b660265.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_6b433586d7e6f26a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_e4a1b16a63478a4b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_a29c5392bc2a2e15.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_1df453521166e93f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/746126559/col_965d440c969432b9.webp",SUVs & Off-Road > Li > Auto i6 2025,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-748426662,Mercedes-Benz 2023 GLC 260 L 4MATIC 48V 2.0T Luxury 5-seater Automatic,"2023 · Mercedes-Benz · 2023 GLC 260 · 7,083 km · black · automatic · Located in Shanghai. Stock HA-748426662. Sourced from China with full export support from HainaAuto.",in stock,used,15449.29 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_9ddba1d7db98c4e0.webp,Mercedes-Benz,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_85ca9b4ee4d1a7b0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_2ff1282f0cd37fd2.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_f0e14ec658739883.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_b027d236654a3a70.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_97972e06df0786bb.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_4da61023e7718cff.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_b1e458d7ec218d76.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_e12e1704cba07f6b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_fdc17776137003bc.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/748426662/col_7c17eff2a18cd3cd.webp",SUVs & Off-Road > Mercedes-Benz > 2023 GLC 260,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-103126763,Haval 2023 H6 1.5T National Trend Edition Urban Edition Automatic,"2023 · Haval · 2023 H6 1.5T · 13,750 km · White · automatic · Located in Guangdong. Stock HA-103126763. Sourced from China with full export support from HainaAuto.",in stock,used,6902.46 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_75063a18307703d7.webp,Haval,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_e5dcb1f40a96cb62.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_6bd5ec4ef7887094.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_add7862f780d6547.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_8aef2e538589efac.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_5f52a22e9b493567.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_bc32f7989287a9b3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_e4e15507d6bea5db.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_dab7f50198a81b15.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_316513aef7e5ae10.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/103126763/col_ef17ea4f275675a5.webp",SUVs & Off-Road > Haval > 2023 H6 1.5T,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-963126906,Geely 2026 Icon 1.5TD Chocolate Premium Edition Automatic,"2026 · Geely · 2026 Icon 1.5TD · 4,167 km · White · automatic · Located in Sichuan. Stock HA-963126906. Sourced from China with full export support from HainaAuto.",in stock,used,7242.73 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_6fb3b80aa986b437.webp,Geely,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_778e5e45fa8487bf.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_063e1be645b7f5ef.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_65463baa377bf365.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_cbccacceeddf45ee.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_08549f939c1eef59.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_8b02b1e6ac2d14be.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_b9b5e6e176573726.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_bf128bc476cba76d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_e92c74a622a2a941.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/963126906/col_74d972def41e894b.webp",SUVs & Off-Road > Geely > 2026 Icon 1.5TD,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-330226952,"2023 Audi Q5L Sportback 2.0 TFSI 40 TFSI Luxury Edition, Automatic Transmission","2023 · Audi · Q5L Sportback 2.0 · 23,750 km · White · automatic · Located in Sichuan. Stock HA-330226952. Sourced from China with full export support from HainaAuto.",in stock,used,13898.05 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_29559f5ec9e68843.webp,Audi,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_42dd858cf15ac746.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_cbe2a31a51af59fa.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_e6fe41e2e82243e0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_e88c11062eac1cdb.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_8492b1f7d38bced1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_fb14fc1075ff50bf.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_ad66e88b9771682c.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_f6bdb43092f5cfa7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_41bb3be2f9bcdfef.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/330226952/col_05eb2804f5c6bba4.webp",SUVs & Off-Road > Audi > Q5L Sportback 2.0,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-962627092,Leapmotor 2026 C16 280 LiDAR Smart Edition 6-seater Automatic,"2026 · Leapmotor · 2026 C16 280 · 2,917 km · black · automatic · Located in Fujian. Stock HA-962627092. Sourced from China with full export support from HainaAuto.",in stock,used,10495.33 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_5d8e1a06f6bdd8f7.webp,Leapmotor,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_71813ad6b86e3ecd.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_0aeb3a76028d6c44.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_e864b38da5b9b952.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_ce9df3ee89baf675.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_718e88dfa60032bc.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_820cc7701f88eb17.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_3c63e416ac30d51b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_37876f040f62af70.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/962627092/col_d4e75f4bf98c65db.webp",SUVs & Off-Road > Leapmotor > 2026 C16 280,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-037727195,BMW 2025 iX1 eDrive25L eDrive25L M Sport Package Automatic,"2025 · BMW · 2025 iX1 eDrive25L · 20,833 km · black · automatic · Located in Zhejiang. Stock HA-037727195. Sourced from China with full export support from HainaAuto.",in stock,used,10330.20 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_dcafac87941e1270.webp,BMW,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_b5f252dcb7ea5e91.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_403946333df33f48.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_8d0273b7ba82ec95.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_0a13120c219f96d3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_e7eab40f9a03bc38.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_249d4baf461f8429.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_1468a36795e8f8c6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_b863c86b03225fd5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_55b28362b5aeb3dc.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/037727195/col_3d82e86ef3f2fe39.webp",SUVs & Off-Road > BMW > 2025 iX1 eDrive25L,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-832827305,Volkswagen 2024 Tayron 2.0TSI 330TSI 2WD Luxury Plus Advanced Edition Automatic Transmission,"2024 · Volkswagen · 2024 Tayron 2.0TSI · 12,500 km · black · automatic · Located in Xinjiang. Stock HA-832827305. Sourced from China with full export support from HainaAuto.",in stock,used,9894.85 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_7f2dd67c292f9a88.webp,Volkswagen,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_337d2fc4c8685046.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_44dd584a8d47cc2e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_ebccfda7972f1ef5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_9e5ec8c42b7b56ec.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_5a0c71ac04981f2a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_c61d1a426e51c051.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_44008151e315e199.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_a79dece30b2c4b36.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_cc359141db0c82ba.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/832827305/col_87bdd773a661c4d5.webp",SUVs & Off-Road > Volkswagen > 2024 Tayron 2.0TSI,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-259727402,Lynk & Co 06 2023 Remix 1.5T Pro,"2023 · Lynk · & Co 06 · 12,500 km · grey · 7-speed wet dual-clutch · Located in Chongqing. Stock HA-259727402. Sourced from China with full export support from HainaAuto.",in stock,used,7002.54 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_4f2aa712162a4000.webp,Lynk,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_7f3bbe33ab56d126.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_ffca76bd3c63985e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_36a0dd8ae434cc8e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_e95f367997712e55.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_93a7cce99b8fd5af.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_066faa9e7ad16ea8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_7409c94972d689f4.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_b3dee710ffcfa5da.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_09b5e28dbe98a000.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/259727402/col_2400fdafbf535742.webp",SUVs & Off-Road > Lynk > & Co 06,SUVs & Off-Road,priority_01_suvs,price_under_10000
hainaauto-807127504,Li Auto L8 2023 Air,"2023 · Li · Auto L8 2023 · 41,667 km · grey · Electric vehicle single-speed gearbox · Located in Hubei. Stock HA-807127504. Sourced from China with full export support from HainaAuto.",in stock,used,12396.85 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_57524ca28fbf4c5d.webp,Li,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_50a63cf7752edac6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_331a7318f2b1f33e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_29fc86526a75b161.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_31a43afac018a971.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_1f8bd02f4114c8bf.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_c62ac9094e65778b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_5e04e21e91f46bda.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_32b4001f647078ff.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_184680cf795df442.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/807127504/col_a8b649073eb53cac.webp",SUVs & Off-Road > Li > Auto L8 2023,SUVs & Off-Road,priority_01_suvs,price_10000_plus
hainaauto-436927596,Haval 2023 H6 1.5T National Trend Edition Champion Edition Automatic Transmission,"2023 · Haval · 2023 H6 1.5T · 5,333 km · black · automatic · Located in Guangdong. Stock HA-436927596. Sourced from China with full export support from HainaAuto.",in stock,used,7192.69 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_23d1a3a833ffe6bd.webp,Haval,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_2171044c3eee92a9.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_432f7450808a521f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_aad60ae271949015.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_9ea8ab31b2a43e62.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_41f9466845aaf661.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_e4e15507d6bea5db.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_dab7f50198a81b15.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_316513aef7e5ae10.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_ef17ea4f275675a5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/436927596/col_18cd997149255512.webp",SUVs & Off-Road > Haval > 2023 H6 1.5T,SUVs & Off-Road,priority_01_suvs,price_under_10000
